id,image,book_name,rating,price,status,category
54,https://books.toscrape.com/media/cache/fc/80/fc80b999ff4b8ef24b7071f62d2bf6d1.jpg,The Constant Princess (The Tudor Court #1),3,16.62,True,Historical Fiction
55,https://books.toscrape.com/media/cache/62/fa/62fa1e72f06f05762db5d9cedf654153.jpg,The Invention of Wings,1,37.34,True,Historical Fiction
56,https://books.toscrape.com/media/cache/be/7c/be7ce6fbc9a8e1a5a5b5c32e73cfd78a.jpg,World Without End (The Pillars of the Earth #2),4,32.97,True,Historical Fiction
57,https://books.toscrape.com/media/cache/6b/82/6b822681c4035131560d40dd3b5a6a2e.jpg,The Passion of Dolssa,5,28.32,True,Historical Fiction
58,https://books.toscrape.com/media/cache/b7/ad/b7ad37d93d8401c84d7325aa645ff6d5.jpg,Girl With a Pearl Earring,1,26.77,True,Historical Fiction
59,https://books.toscrape.com/media/cache/b5/d8/b5d813da01f2ccd7bcfe34e2b875e752.jpg,Voyager (Outlander #3),5,21.07,True,Historical Fiction
60,https://books.toscrape.com/media/cache/b2/8f/b28f211e50e74445ca071d4279d1080d.jpg,The Red Tent,5,35.66,True,Historical Fiction
61,https://books.toscrape.com/media/cache/bf/fd/bffd473ab232c5f35e8c81bb927f1624.jpg,The Last Painting of Sara de Vos,2,55.55,True,Historical Fiction
62,https://books.toscrape.com/media/cache/18/f7/18f7bf6366cd7a8b947fd790d808047b.jpg,The Guernsey Literary and Potato Peel Pie Society,1,49.53,True,Historical Fiction
63,https://books.toscrape.com/media/cache/bf/7a/bf7a5bc1d1ebac5e9b6fbb147828a123.jpg,Girl in the Blue Coat,2,46.83,True,Historical Fiction
64,https://books.toscrape.com/media/cache/f9/19/f919f64fc0e3642cdc604134bfd93774.jpg,Between Shades of Gray,5,20.79,True,Historical Fiction
65,https://books.toscrape.com/media/cache/45/e8/45e87bcad554d79eadf0f89df9cac6f9.jpg,While You Were Mine,5,41.32,True,Historical Fiction
66,https://books.toscrape.com/media/cache/69/d2/69d225899cce0a150c605ead01e02f60.jpg,The Secret Healer,3,34.56,True,Historical Fiction
67,https://books.toscrape.com/media/cache/b4/9e/b49e66e8f446d9a3dae488955f2aa487.jpg,Starlark,3,25.83,True,Historical Fiction
68,https://books.toscrape.com/media/cache/5a/40/5a40d914bc3491e5909f1167f9cb34f2.jpg,Lost Among the Living,4,27.7,True,Historical Fiction
69,https://books.toscrape.com/media/cache/1b/5f/1b5ff86f3c75e51e24c573d3f8bffd8f.jpg,A Spy's Devotion (The Regency Spies of London #1),5,16.97,True,Historical Fiction
70,https://books.toscrape.com/media/cache/94/b1/94b1b8b244bce9677c2f29ccc890d4d2.jpg,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),5,52.29,True,Sequential Art
71,https://books.toscrape.com/media/cache/36/df/36df4caaf1420b1183a8235355d39e69.jpg,Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),1,16.28,True,Sequential Art
72,https://books.toscrape.com/media/cache/c4/dd/c4ddd9ced89966b0602ec85e00cd5b61.jpg,This One Summer,4,19.49,True,Sequential Art
73,https://books.toscrape.com/media/cache/f4/79/f479de5f305c2ac0512702cf7155bb74.jpg,The Nameless City (The Nameless City #1),4,38.16,True,Sequential Art
74,https://books.toscrape.com/media/cache/e1/ea/e1ea6cb36e62ae6dc7b805f68ab9a700.jpg,"Saga, Volume 5 (Saga (Collected Editions) #5)",2,51.04,True,Sequential Art
75,https://books.toscrape.com/media/cache/f3/ef/f3efd43ae0fa85d9b325d5e8783e7af5.jpg,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",3,50.4,True,Sequential Art
76,https://books.toscrape.com/media/cache/78/0b/780b2c28122750c2c383846155815bf7.jpg,"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",5,13.61,True,Sequential Art
77,https://books.toscrape.com/media/cache/c8/2f/c82f629a31b3f47bdb17ac14aa51076d.jpg,"Pop Gun War, Volume 1: Gift",1,18.97,True,Sequential Art
78,https://books.toscrape.com/media/cache/01/72/01726c619a05114dca75bd840095016d.jpg,Patience,3,10.16,True,Sequential Art
79,https://books.toscrape.com/media/cache/cb/00/cb004189f548d75ad430d3ed19e6daa9.jpg,"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",4,15.44,True,Sequential Art
80,https://books.toscrape.com/media/cache/03/88/03886a8502ca54dbce0d91c2568ab69d.jpg,orange: The Complete Collection 1 (orange: The Complete Collection #1),1,48.41,True,Sequential Art
81,https://books.toscrape.com/media/cache/d3/15/d3158e8d3546fb90cced3c1d44a92a34.jpg,"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",2,46.91,True,Sequential Art
82,https://books.toscrape.com/media/cache/7e/a0/7ea062007ef00107e3c16d336b41fab2.jpg,"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",3,45.61,True,Sequential Art
83,https://books.toscrape.com/media/cache/5f/b1/5fb1bf88dcfda795606745ce35be5975.jpg,Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),2,19.92,True,Sequential Art
84,https://books.toscrape.com/media/cache/aa/74/aa74004807e97a79aa084b5db329a99b.jpg,"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",2,29.17,True,Sequential Art
85,https://books.toscrape.com/media/cache/16/d4/16d443437126bf6d536a89312c1995a5.jpg,I am a Hero Omnibus Volume 1,3,54.63,True,Sequential Art
86,https://books.toscrape.com/media/cache/90/6f/906f0168b0e155a7077625499b1737b5.jpg,"Giant Days, Vol. 2 (Giant Days #5-8)",2,22.11,True,Sequential Art
87,https://books.toscrape.com/media/cache/78/97/7897eea91c4a85aca58d925861d4afec.jpg,Danganronpa Volume 1,4,51.99,True,Sequential Art
88,https://books.toscrape.com/media/cache/f6/88/f688a9d6a89fdf38e4e88439ee9eda69.jpg,"Codename Baboushka, Volume 1: The Conclave of Death",4,36.72,True,Sequential Art
89,https://books.toscrape.com/media/cache/dd/c9/ddc95df6754df8e71bf969c088056188.jpg,Camp Midnight,4,17.08,True,Sequential Art
90,https://books.toscrape.com/media/cache/e4/1d/e41d34204a1fffbf825d8beb3dbf4cbc.jpg,"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",2,37.92,True,Sequential Art
91,https://books.toscrape.com/media/cache/1f/62/1f621dda1b302fc16d83d94b0b5ac31c.jpg,The Shadow Hero (The Shadow Hero),1,33.14,True,Sequential Art
92,https://books.toscrape.com/media/cache/51/8c/518c184a793b751b43045637c8002eb7.jpg,"Fables, Vol. 1: Legends in Exile (Fables #1)",4,41.62,True,Sequential Art
93,https://books.toscrape.com/media/cache/78/a7/78a7f184a4d6d62412861c68f1c3ad90.jpg,Batman: The Long Halloween (Batman),2,36.5,True,Sequential Art
94,https://books.toscrape.com/media/cache/be/a9/bea95dbd7b2a843519c9a1dcfc433f9b.jpg,Batman: The Dark Knight Returns (Batman),5,15.38,True,Sequential Art
95,https://books.toscrape.com/media/cache/19/39/19396172462f4cc0504d4e6e8b0e1647.jpg,"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",4,37.34,True,Sequential Art
96,https://books.toscrape.com/media/cache/66/d6/66d6d2b4c0acfa8f40ad0285186ed2d8.jpg,"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",1,53.9,True,Sequential Art
97,https://books.toscrape.com/media/cache/4c/af/4caf8f2a5ee8828d408cc8faadd3419c.jpg,Through the Woods,2,25.38,True,Sequential Art
98,https://books.toscrape.com/media/cache/7e/c0/7ec0e9ca6153a23b2024b7df7407ee84.jpg,Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),5,11.89,True,Sequential Art
99,https://books.toscrape.com/media/cache/b2/48/b2484d13793ff1c4271a3d4023d4d24e.jpg,"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",4,35.43,True,Sequential Art
100,https://books.toscrape.com/media/cache/45/1d/451d3543022242b8b245793e6b5c26bb.jpg,Robin War,3,47.82,True,Sequential Art
101,https://books.toscrape.com/media/cache/da/78/da78757466c3b0a2c89f0ddf6b5e642f.jpg,"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",2,25.48,True,Sequential Art
102,https://books.toscrape.com/media/cache/c8/22/c822360ce0f91c40f7a0491c22287646.jpg,"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",2,38.39,True,Sequential Art
103,https://books.toscrape.com/media/cache/b2/97/b2978e96069dd91785e5ab0bc99c022e.jpg,Lowriders to the Center of the Earth (Lowriders in Space #2),2,51.51,True,Sequential Art
104,https://books.toscrape.com/media/cache/34/eb/34eb0f1b570d4f1f6ad106652f1ac6ff.jpg,El Deafo,5,57.62,True,Sequential Art
105,https://books.toscrape.com/media/cache/f1/fe/f1fecf0ce9b5771e4d2c9619e8550988.jpg,Batman: Europa,2,32.01,True,Sequential Art
106,https://books.toscrape.com/media/cache/0b/b4/0bb4c64f1522c033368df5567a349472.jpg,Art Ops Vol. 1,3,48.8,True,Sequential Art
107,https://books.toscrape.com/media/cache/a2/b9/a2b974e5a66e7502c77d2e4632abe033.jpg,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",2,10.9,True,Sequential Art
108,https://books.toscrape.com/media/cache/7c/ea/7cea6ff4f6f1427739b136db35fbfad4.jpg,"Fruits Basket, Vol. 9 (Fruits Basket #9)",4,33.95,True,Sequential Art
109,https://books.toscrape.com/media/cache/b8/bd/b8bd3e5bc547c7c851689a844c9db429.jpg,Roller Girl,5,14.1,True,Sequential Art
110,https://books.toscrape.com/media/cache/b4/36/b43672509477baa090e57ebeacbb28fb.jpg,"Fruits Basket, Vol. 7 (Fruits Basket #7)",1,19.57,True,Sequential Art
111,https://books.toscrape.com/media/cache/94/1a/941a14dec32f0a949c38a325a715c138.jpg,"Fruits Basket, Vol. 6 (Fruits Basket #6)",4,20.96,True,Sequential Art
112,https://books.toscrape.com/media/cache/07/5c/075c210f5ce43b84d29646a54529d1bd.jpg,"Death Note, Vol. 6: Give-and-Take (Death Note #6)",3,36.39,True,Sequential Art
113,https://books.toscrape.com/media/cache/51/cf/51cf19c74f21a7043910615fefcf0847.jpg,"Fruits Basket, Vol. 5 (Fruits Basket #5)",1,16.33,True,Sequential Art
114,https://books.toscrape.com/media/cache/4e/c1/4ec161cc09ee437c9eda6d437d232a11.jpg,"Death Note, Vol. 5: Whiteout (Death Note #5)",1,52.41,True,Sequential Art
115,https://books.toscrape.com/media/cache/47/71/477173fe3000a6da4b241c2e71a21418.jpg,"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",2,27.88,True,Sequential Art
116,https://books.toscrape.com/media/cache/38/79/38794d8729a111018260d931e7101de2.jpg,"Fruits Basket, Vol. 4 (Fruits Basket #4)",4,50.44,True,Sequential Art
117,https://books.toscrape.com/media/cache/ee/ed/eeeddf8af9e6cc8c7f71c0e41de1b562.jpg,"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",3,14.41,True,Sequential Art
118,https://books.toscrape.com/media/cache/bb/18/bb1845c22faea465cad3d556d22936a2.jpg,"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",5,55.55,True,Sequential Art
119,https://books.toscrape.com/media/cache/d8/fd/d8fd30b3e5781e880a3efe4c9495b417.jpg,"Saga, Volume 3 (Saga (Collected Editions) #3)",5,21.57,True,Sequential Art
120,https://books.toscrape.com/media/cache/c9/a5/c9a559e3ba407c1d70ebfc4e2f0d82db.jpg,Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),3,43.63,True,Sequential Art
121,https://books.toscrape.com/media/cache/14/98/14987a55d9609e706d2619814e2a8b0a.jpg,Persepolis: The Story of a Childhood (Persepolis #1-2),1,39.13,True,Sequential Art
122,https://books.toscrape.com/media/cache/e7/29/e72934871f9b42a807d976670a446e12.jpg,Original Fake,3,31.45,True,Sequential Art
123,https://books.toscrape.com/media/cache/f9/4c/f94cfc3c82abb799568d1ea029b1d3d1.jpg,"Grayson, Vol 3: Nemesis (Grayson #3)",1,42.72,True,Sequential Art
124,https://books.toscrape.com/media/cache/7b/e7/7be75475a916d6df4edebfc5fe36c3f9.jpg,"Fruits Basket, Vol. 3 (Fruits Basket #3)",2,45.17,True,Sequential Art
125,https://books.toscrape.com/media/cache/99/48/9948564dec3ac2f9e32419911b181e37.jpg,"Black Butler, Vol. 1 (Black Butler #1)",1,49.31,True,Sequential Art
126,https://books.toscrape.com/media/cache/41/72/417255e608c389aedfb68491dae92c9c.jpg,Awkward,2,38.02,True,Sequential Art
127,https://books.toscrape.com/media/cache/e3/ae/e3ae48fe07d77611b49b5b78d99418ae.jpg,"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",1,54.81,True,Sequential Art
128,https://books.toscrape.com/media/cache/1a/eb/1aeb5d30809ad96d7c323228a2bd23d3.jpg,"Saga, Volume 2 (Saga (Collected Editions) #2)",3,11.75,True,Sequential Art
129,https://books.toscrape.com/media/cache/e9/fb/e9fb3236b73384253144f89b6eec6a68.jpg,"Fruits Basket, Vol. 2 (Fruits Basket #2)",5,11.64,True,Sequential Art
130,https://books.toscrape.com/media/cache/ae/16/ae169bb5ae814e0fb900cdf9e99332a7.jpg,"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",4,18.51,True,Sequential Art
131,https://books.toscrape.com/media/cache/64/75/64752f8cdae54b164fb81bfd81accd55.jpg,"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",2,36.52,True,Sequential Art
132,https://books.toscrape.com/media/cache/56/ea/56eac75378feb4cab0dcb9d2101cf58b.jpg,"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",3,54.12,True,Sequential Art
133,https://books.toscrape.com/media/cache/a6/f8/a6f889e0ba02be31875d3a324090ef5e.jpg,The Complete Maus (Maus #1-2),3,10.64,True,Sequential Art
134,https://books.toscrape.com/media/cache/6c/60/6c607509837e2b362ffd7c0e15e7b1f9.jpg,"Skip Beat!, Vol. 01 (Skip Beat! #1)",3,42.12,True,Sequential Art
135,https://books.toscrape.com/media/cache/c6/ca/c6cab3f679acb45fd2eba092ec9f6a2a.jpg,"Saga, Volume 1 (Saga (Collected Editions) #1)",1,28.48,True,Sequential Art
136,https://books.toscrape.com/media/cache/0d/22/0d22f9ee696b7443d1573e7752645c6d.jpg,"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",5,46.96,True,Sequential Art
137,https://books.toscrape.com/media/cache/87/2b/872ba3b06a97e6662770bc2152595b84.jpg,"Paper Girls, Vol. 1 (Paper Girls #1-5)",4,21.71,True,Sequential Art
138,https://books.toscrape.com/media/cache/d5/c5/d5c5a6ebf05b68bee78a38a8ea62305d.jpg,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",3,29.87,True,Sequential Art
139,https://books.toscrape.com/media/cache/f4/96/f496db4d78639e233978ae2bee021752.jpg,"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",4,39.39,True,Sequential Art
140,https://books.toscrape.com/media/cache/16/46/16460146a1a8b99c82da027368383ade.jpg,"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",3,45.24,True,Sequential Art
141,https://books.toscrape.com/media/cache/35/0b/350b1224dc46533851d5a34134e44842.jpg,"Giant Days, Vol. 1 (Giant Days #1-4)",4,56.76,True,Sequential Art
142,https://books.toscrape.com/media/cache/7c/c1/7cc13a8fb238202250e87843c1a62f94.jpg,"Fruits Basket, Vol. 1 (Fruits Basket #1)",5,40.28,True,Sequential Art
143,https://books.toscrape.com/media/cache/a8/38/a8383903c98af18b898b9d70d5be2c16.jpg,"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",5,34.65,True,Sequential Art
144,https://books.toscrape.com/media/cache/09/7c/097cb5ecc6fb3fbe1690cf0cbdea4ac5.jpg,"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",4,57.06,True,Sequential Art
145,https://books.toscrape.com/media/cache/c5/46/c5465a06182ed6ebfa40d049258a2f58.jpg,The Secret Garden,4,15.08,True,Classics
146,https://books.toscrape.com/media/cache/4a/1b/4a1b6e9c1af75db0dc34ae63344f6883.jpg,The Metamorphosis,1,28.58,True,Classics
147,https://books.toscrape.com/media/cache/45/bb/45bb59d19eb3aa868293d44809078418.jpg,The Pilgrim's Progress,2,50.26,True,Classics
148,https://books.toscrape.com/media/cache/1f/b0/1fb03cdabe6001c8a2620f65e025cbd5.jpg,The Hound of the Baskervilles (Sherlock Holmes #5),2,14.82,True,Classics
149,https://books.toscrape.com/media/cache/81/f5/81f559ebe403317226fa8b611e35ce8a.jpg,Little Women (Little Women #1),4,28.07,True,Classics
150,https://books.toscrape.com/media/cache/27/82/2782701b5c877cb063065b9fc14c5b13.jpg,Gone with the Wind,3,32.49,True,Classics
151,https://books.toscrape.com/media/cache/e3/c4/e3c4aba2409bb769a6488805e3fc4709.jpg,Candide,3,58.63,True,Classics
152,https://books.toscrape.com/media/cache/10/db/10db56354b4550d92270c6f097d9bebc.jpg,Animal Farm,3,57.22,True,Classics
153,https://books.toscrape.com/media/cache/93/4e/934e966c1ddf559d3ac2b5c1407aaf1e.jpg,Wuthering Heights,3,17.73,True,Classics
154,https://books.toscrape.com/media/cache/a6/72/a67245346daa38c2b23a4fc64c6e7115.jpg,The Picture of Dorian Gray,2,29.7,True,Classics
155,https://books.toscrape.com/media/cache/42/c4/42c48f11b7e70a0f76c5ba9cb5c5018a.jpg,The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),4,26.78,True,Classics
156,https://books.toscrape.com/media/cache/dd/6e/dd6e7b84e99f3b4b5655ea0db74af2b4.jpg,Beowulf,2,38.35,True,Classics
157,https://books.toscrape.com/media/cache/21/bf/21bf2eb0bff3134837def8bd40845ba0.jpg,And Then There Were None,2,35.01,True,Classics
158,https://books.toscrape.com/media/cache/ab/16/ab16eb035cc58809a73c4699477de9cb.jpg,The Story of Hong Gildong,4,43.19,True,Classics
159,https://books.toscrape.com/media/cache/c0/78/c078355608dd81c7c5e4f5e1c5f73d23.jpg,The Little Prince,2,45.42,True,Classics
160,https://books.toscrape.com/media/cache/7d/53/7d53e2264b9647ee307259be9f73585d.jpg,Sense and Sensibility,1,37.46,True,Classics
161,https://books.toscrape.com/media/cache/0f/ca/0fca4597765ffacdb7bd529fc5eb88fa.jpg,Of Mice and Men,2,47.11,True,Classics
162,https://books.toscrape.com/media/cache/09/63/09638baaef52f03827c215029c632a13.jpg,Emma,2,32.93,True,Classics
163,https://books.toscrape.com/media/cache/96/ee/96ee77d71a31b7694dac6855f6affe4e.jpg,Alice in Wonderland (Alice's Adventures in Wonderland #1),1,55.53,True,Classics
164,https://books.toscrape.com/media/cache/65/71/6571919836ec51ed54f0050c31d8a0cd.jpg,Sophie's World,5,15.94,True,Philosophy
165,https://books.toscrape.com/media/cache/71/df/71df730cf38c232ee58a2e407135f055.jpg,The Death of Humanity: and the Case for Life,4,58.11,True,Philosophy
